column,family,cn_name,note
return_lag_20_rankpct,横截面族(rankpct),日收益率滞后 20 日·当日全市场截面秩百分位,
amplitude_rankpct,横截面族(rankpct),振幅((高−低)/低)·当日全市场截面秩百分位,
amplitude_lag_1_rankpct,横截面族(rankpct),振幅滞后 1 日·当日全市场截面秩百分位,
amplitude_lag_3_rankpct,横截面族(rankpct),振幅滞后 3 日·当日全市场截面秩百分位,
amplitude_lag_5_rankpct,横截面族(rankpct),振幅滞后 5 日·当日全市场截面秩百分位,
vol_gk_lag_1_rankpct,横截面族(rankpct),Garman-Klass 波动率滞后 1 日·当日全市场截面秩百分位,
vol_gk_ratio_lag_1_rankpct,横截面族(rankpct),GK 波动率 20 日均值比滞后 1 日·当日全市场截面秩百分位,
vol_gk_lag_3_rankpct,横截面族(rankpct),Garman-Klass 波动率滞后 3 日·当日全市场截面秩百分位,
vol_gk_ratio_lag_3_rankpct,横截面族(rankpct),GK 波动率 20 日均值比滞后 3 日·当日全市场截面秩百分位,
vol_gk_lag_5_rankpct,横截面族(rankpct),Garman-Klass 波动率滞后 5 日·当日全市场截面秩百分位,
vol_gk_ratio_lag_5_rankpct,横截面族(rankpct),GK 波动率 20 日均值比滞后 5 日·当日全市场截面秩百分位,
vol_gk_lag_10_rankpct,横截面族(rankpct),Garman-Klass 波动率滞后 10 日·当日全市场截面秩百分位,
vol_gk_ratio_lag_10_rankpct,横截面族(rankpct),GK 波动率 20 日均值比滞后 10 日·当日全市场截面秩百分位,
illiq_lag_1_rankpct,横截面族(rankpct),非流动性 Amihud滞后 1 日·当日全市场截面秩百分位,
illiq_lag_3_rankpct,横截面族(rankpct),非流动性 Amihud滞后 3 日·当日全市场截面秩百分位,
illiq_lag_5_rankpct,横截面族(rankpct),非流动性 Amihud滞后 5 日·当日全市场截面秩百分位,
efficiency_ratio_lag_1_rankpct,横截面族(rankpct),效率系数滞后 1 日·当日全市场截面秩百分位,
efficiency_ratio_lag_3_rankpct,横截面族(rankpct),效率系数滞后 3 日·当日全市场截面秩百分位,
efficiency_ratio_lag_5_rankpct,横截面族(rankpct),效率系数滞后 5 日·当日全市场截面秩百分位,
intraday_pos_lag_1_rankpct,横截面族(rankpct),日内位置滞后 1 日·当日全市场截面秩百分位,
intraday_pos_lag_2_rankpct,横截面族(rankpct),日内位置滞后 2 日·当日全市场截面秩百分位,
intraday_pos_lag_3_rankpct,横截面族(rankpct),日内位置滞后 3 日·当日全市场截面秩百分位,
smart_money_diff_lag_1_rankpct,横截面族(rankpct),聪明钱差滞后 1 日·当日全市场截面秩百分位,
ret_overnight_lag_1_rankpct,横截面族(rankpct),隔夜收益滞后 1 日·当日全市场截面秩百分位,
ret_intraday_lag_1_rankpct,横截面族(rankpct),日内收益滞后 1 日·当日全市场截面秩百分位,
smart_money_diff_lag_3_rankpct,横截面族(rankpct),聪明钱差滞后 3 日·当日全市场截面秩百分位,
ret_overnight_lag_3_rankpct,横截面族(rankpct),隔夜收益滞后 3 日·当日全市场截面秩百分位,
ret_intraday_lag_3_rankpct,横截面族(rankpct),日内收益滞后 3 日·当日全市场截面秩百分位,
smart_money_diff_lag_5_rankpct,横截面族(rankpct),聪明钱差滞后 5 日·当日全市场截面秩百分位,
ret_overnight_lag_5_rankpct,横截面族(rankpct),隔夜收益滞后 5 日·当日全市场截面秩百分位,
ret_intraday_lag_5_rankpct,横截面族(rankpct),日内收益滞后 5 日·当日全市场截面秩百分位,
support_resistance_ratio_lag_1_rankpct,横截面族(rankpct),支撑阻力比滞后 1 日·当日全市场截面秩百分位,
support_resistance_ratio_lag_3_rankpct,横截面族(rankpct),支撑阻力比滞后 3 日·当日全市场截面秩百分位,
support_resistance_ratio_lag_5_rankpct,横截面族(rankpct),支撑阻力比滞后 5 日·当日全市场截面秩百分位,
sh_price_change_rankpct,横截面族(rankpct),上证指数日内涨幅((收−开)/开)·当日全市场截面秩百分位,
sh_amplitude_rankpct,横截面族(rankpct),上证指数振幅((高−低)/低)·当日全市场截面秩百分位,
sh_volume_ratio_rankpct,横截面族(rankpct),"上证指数量比(量/20 日均量,不足或零 → 1)·当日全市场截面秩百分位",
sh_price_change_abs_rankpct,横截面族(rankpct),上证指数日内涨幅绝对值·当日全市场截面秩百分位,
sh_price_wave_abs_rankpct,横截面族(rankpct),上证指数振幅绝对值(P9 复制列 ≡ sh_amplitude)·当日全市场截面秩百分位,
sh_sentiment_rankpct,横截面族(rankpct),上证指数情绪(涨>1%且振幅<2% → 2;跌>1%且振幅>3% → 0;否则 1)·当日全市场截面秩百分位,
sh_volume_signal_rankpct,横截面族(rankpct),上证指数量能信号(量比>1.2 → 1)·当日全市场截面秩百分位,
sz_price_change_rankpct,横截面族(rankpct),深证成指日内涨幅((收−开)/开)·当日全市场截面秩百分位,
sz_amplitude_rankpct,横截面族(rankpct),深证成指振幅((高−低)/低)·当日全市场截面秩百分位,
sz_volume_ratio_rankpct,横截面族(rankpct),"深证成指量比(量/20 日均量,不足或零 → 1)·当日全市场截面秩百分位",
sz_price_change_abs_rankpct,横截面族(rankpct),深证成指日内涨幅绝对值·当日全市场截面秩百分位,
sz_price_wave_abs_rankpct,横截面族(rankpct),深证成指振幅绝对值(P9 复制列 ≡ sz_amplitude)·当日全市场截面秩百分位,
sz_sentiment_rankpct,横截面族(rankpct),深证成指情绪(规则同上)·当日全市场截面秩百分位,
sz_volume_signal_rankpct,横截面族(rankpct),深证成指量能信号(量比>1.2 → 1)·当日全市场截面秩百分位,
sh_sz_sync_direction_rankpct,横截面族(rankpct),沪深同向标记(涨幅乘积>0)·当日全市场截面秩百分位,
sh_sz_sync_strength_rankpct,横截面族(rankpct),沪深涨幅差绝对值·当日全市场截面秩百分位,
market_sentiment_rankpct,横截面族(rankpct),"市场情绪(两指数均值,规则同单指数)·当日全市场截面秩百分位",
market_avg_change_rankpct,横截面族(rankpct),市场平均涨幅(两指数均值)·当日全市场截面秩百分位,
market_avg_amplitude_rankpct,横截面族(rankpct),市场平均振幅(两指数均值)·当日全市场截面秩百分位,
market_sync_score_rankpct,横截面族(rankpct),"市场同步得分(1−min(1,涨幅差/0.02))·当日全市场截面秩百分位",
volume_z,横截面族(z),成交量·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_z,横截面族(z),"MACD 快线 DIF(12,26,9)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
macd_signal_z,横截面族(z),MACD 信号线 DEA·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_hist_z,横截面族(z),MACD 柱(DIF−DEA)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_6_z,横截面族(z),相对强弱指标 RSI(6)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_14_z,横截面族(z),相对强弱指标 RSI(14)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_24_z,横截面族(z),相对强弱指标 RSI(24)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ma_5_z,横截面族(z),收盘简单移动平均 MA(5)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ma_20_z,横截面族(z),收盘简单移动平均 MA(20)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ma_60_z,横截面族(z),收盘简单移动平均 MA(60)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
bb_upper_z,横截面族(z),"布林上轨(20,2,2)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
bb_middle_z,横截面族(z),"布林中轨(20,2,2)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
bb_lower_z,横截面族(z),"布林下轨(20,2,2)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
volume_ma_20_z,横截面族(z),"成交量移动平均 VMA(20,talib)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
obv_z,横截面族(z),能量潮 OBV·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
atr_z,横截面族(z),平均真实波幅 ATR(14)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
slowk_z,横截面族(z),"随机指标慢速 K(STOCH 5,3,3)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
slowd_z,横截面族(z),"随机指标慢速 D(STOCH 5,3,3)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
price_vs_ma5_z,横截面族(z),收盘对 MA5 乖离率·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
price_vs_ma20_z,横截面族(z),收盘对 MA20 乖离率·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
price_vs_ma60_z,横截面族(z),收盘对 MA60 乖离率·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ma_arrangement_z,横截面族(z),均线排列(多头 1/空头 −1/其他 0)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
bb_position_z,横截面族(z),布林通道内位置·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
bb_squeeze_z,横截面族(z),布林挤压标记(带宽/收盘<0.05)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_oversold_6_z,横截面族(z),RSI(6) 超卖标记(<30)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_oversold_14_z,横截面族(z),RSI(14) 超卖标记(<30)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_oversold_24_z,横截面族(z),RSI(24) 超卖标记(<30)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_overbought_6_z,横截面族(z),RSI(6) 超买标记(>70)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_overbought_14_z,横截面族(z),RSI(14) 超买标记(>70)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_overbought_24_z,横截面族(z),RSI(24) 超买标记(>70)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_signal_distance_z,横截面族(z),DIF−DEA 距离·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_golden_cross_z,横截面族(z),MACD 金叉标记(族 3 覆盖值:昨 DIF<昨 DEA 且今 DIF>今 DEA)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_ma20_z,横截面族(z),"成交量均值(20,min_periods=1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
volume_ratio_z,横截面族(z),量比(成交量/20 日均量)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_spike_z,横截面族(z),放量标记(量比>2)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_dryup_z,横截面族(z),缩量标记(量比<0.5)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
atr_ratio_z,横截面族(z),ATR 占比(ATR/收盘)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
hammer_pattern_z,横截面族(z),锤子线形态标记·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
doji_pattern_z,横截面族(z),十字星形态标记(实体<全幅 0.1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
distance_to_support_z,横截面族(z),"至支撑位距离(20 窗最低价,前 20 行强制 0)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
distance_to_resistance_z,横截面族(z),"至阻力位距离(20 窗最高价,前 20 行强制 0)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
stoch_oversold_z,横截面族(z),随机指标超卖标记(慢速 K<20)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
stoch_overbought_z,横截面族(z),随机指标超买标记(慢速 D>80)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_percentile_z,横截面族(z),"MACD 百分位(P7:按股截尾 100 行不含当日,rank 法;恰为 50 → NaN)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
obv_trend_z,横截面族(z),OBV 趋势(6 点最小二乘斜率)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volatility_3d_z,横截面族(z),年化波动率(3 日日对数收益标准差×√252)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volatility_5d_z,横截面族(z),年化波动率(5 日日对数收益标准差×√252)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volatility_10d_z,横截面族(z),年化波动率(10 日日对数收益标准差×√252)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volatility_15d_z,横截面族(z),年化波动率(15 日日对数收益标准差×√252)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volatility_20d_z,横截面族(z),年化波动率(20 日日对数收益标准差×√252)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volatility_25d_z,横截面族(z),年化波动率(25 日日对数收益标准差×√252)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volatility_30d_z,横截面族(z),年化波动率(30 日日对数收益标准差×√252)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
engulfing_pattern_z,横截面族(z),吞没形态标记(首行强制 0)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
signed_volume_strength_z,横截面族(z),带符号量能强度(量比×(收−开)/开)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
close_vs_high_z,横截面族(z),收盘距当日高点相对位置((高−收)/(高−低))·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_ma_ratio_z,横截面族(z),"量能均线比(5 均量前一日/10 均量前一日,缺 → 1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
rsi_momentum_z,横截面族(z),"RSI(14) 动量(一阶差分,首行 0)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
rsi_turning_simple_z,横截面族(z),RSI 简单转向标记(差分符号翻转)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_turning_z,横截面族(z),RSI 转向标记(顶/底拐点)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_trend_5_z,横截面族(z),成交量趋势(6 点斜率)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_trend_10_z,横截面族(z),成交量趋势(11 点斜率)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
price_trend_5_z,横截面族(z),价格趋势(6 点斜率)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
price_volume_divergence_z,横截面族(z),量价背离标记(价/量 6 点斜率异号)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_consistency_z,横截面族(z),成交量一致性(6 窗标准差/均值)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_hist_trend_5_z,横截面族(z),"MACD 柱趋势(6 窗 min_periods=2 斜率,输入填 0)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
macd_death_cross_z,横截面族(z),MACD 死叉标记·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_signal_cross_z,横截面族(z),MACD 信号交叉(P9 复制列 ≡ macd_golden_cross)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_zero_cross_up_z,横截面族(z),DIF 上穿零轴标记·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_zero_cross_down_z,横截面族(z),DIF 下穿零轴标记·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_zero_cross_z,横截面族(z),DIF 零轴交叉标记·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_hist_amplitude_z,横截面族(z),MACD 柱振幅(20 窗极差)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_hist_direction_z,横截面族(z),MACD 柱方向(sign)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_hist_acceleration_z,横截面族(z),MACD 柱加速度(二阶差分)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_signal_convergence_z,横截面族(z),DIF−DEA 收敛度(P9 复制列 ≡ macd_signal_distance)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
macd_signal_convergence_trend_z,横截面族(z),DIF−DEA 收敛趋势(5 窗 min_periods=2 斜率)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
pct_change_z,横截面族(z),日收益率·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
clv_z,横截面族(z),收盘位置值((收−低)/(高−低+eps))·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
upper_shadow_ratio_z,横截面族(z),上影线占比·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
body_strength_z,横截面族(z),实体强度((收−开)/(高−低+eps))·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rank_return_z,横截面族(z),当日全市场收益率截面秩百分位·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rank_volume_z,横截面族(z),当日全市场成交量截面秩百分位·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
signed_vol_strength_z,横截面族(z),带符号成交量(量×sign(收−开))·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
pv_corr_10_z,横截面族(z),量价相关(10 窗)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
dist_to_high_60_z,横截面族(z),距 60 日高点比(收盘/(60 窗最高收盘+eps))·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_divergence_z,横截面族(z),波动背离(P6:5 日波动/滚动 100 交易日全市场均值)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_z,横截面族(z),Garman-Klass 波动率·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_ratio_z,横截面族(z),GK 波动率 20 日均值比·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
illiq_z,横截面族(z),非流动性 Amihud(log(|收益|/(收×量+eps)+1))·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
efficiency_ratio_z,横截面族(z),效率系数(10 日净位移/路径长度)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
intraday_pos_z,横截面族(z),日内位置((收−低)/(高−低+eps))·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ret_overnight_z,横截面族(z),隔夜收益(开/昨收−1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ret_intraday_z,横截面族(z),日内收益(收/开−1)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
smart_money_diff_z,横截面族(z),聪明钱差(日内−隔夜)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
high_mean_20_z,横截面族(z),20 日最高价均值·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
low_mean_20_z,横截面族(z),20 日最低价均值·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
support_resistance_ratio_z,横截面族(z),支撑阻力比(高均/低均)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
log_volume_z,横截面族(z),对数成交量 log1p·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
boxcox_atr_z,横截面族(z),ATR Box-Cox 变换(P5:lambda 按当日全市场截面 MLE)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
rsi_robust_z,横截面族(z),"RSI(14) 稳健 Z(逐股全历史 expanding 中位数/IQR,IQR=0 退化)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
macd_robust_z,横截面族(z),"DIF 稳健 Z(逐股全历史 expanding 中位数/IQR,IQR=0 退化)·当日全市场截面Z值((x−中位数)/(标准差+1e-9))",
close_lag_3_z,横截面族(z),收盘价滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
open_lag_3_z,横截面族(z),开盘价滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
high_lag_3_z,横截面族(z),最高价滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
low_lag_3_z,横截面族(z),最低价滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
close_lag_5_z,横截面族(z),收盘价滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
open_lag_5_z,横截面族(z),开盘价滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
high_lag_5_z,横截面族(z),最高价滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
low_lag_5_z,横截面族(z),最低价滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
close_lag_10_z,横截面族(z),收盘价滞后 10 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
open_lag_10_z,横截面族(z),开盘价滞后 10 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
high_lag_10_z,横截面族(z),最高价滞后 10 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
low_lag_10_z,横截面族(z),最低价滞后 10 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
close_lag_15_z,横截面族(z),收盘价滞后 15 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
open_lag_15_z,横截面族(z),开盘价滞后 15 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
high_lag_15_z,横截面族(z),最高价滞后 15 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
low_lag_15_z,横截面族(z),最低价滞后 15 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
close_lag_20_z,横截面族(z),收盘价滞后 20 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
open_lag_20_z,横截面族(z),开盘价滞后 20 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
high_lag_20_z,横截面族(z),最高价滞后 20 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
low_lag_20_z,横截面族(z),最低价滞后 20 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
close_lag_25_z,横截面族(z),收盘价滞后 25 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
open_lag_25_z,横截面族(z),开盘价滞后 25 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
high_lag_25_z,横截面族(z),最高价滞后 25 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
low_lag_25_z,横截面族(z),最低价滞后 25 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
close_lag_30_z,横截面族(z),收盘价滞后 30 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
open_lag_30_z,横截面族(z),开盘价滞后 30 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
high_lag_30_z,横截面族(z),最高价滞后 30 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
low_lag_30_z,横截面族(z),最低价滞后 30 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_lag_3_z,横截面族(z),成交量滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_lag_5_z,横截面族(z),成交量滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_lag_10_z,横截面族(z),成交量滞后 10 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_lag_15_z,横截面族(z),成交量滞后 15 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_lag_20_z,横截面族(z),成交量滞后 20 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_lag_25_z,横截面族(z),成交量滞后 25 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
volume_lag_30_z,横截面族(z),成交量滞后 30 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
daily_return_z,横截面族(z),日收益率(P9 复制列 ≡ pct_change)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
return_lag_1_z,横截面族(z),日收益率滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
return_lag_2_z,横截面族(z),日收益率滞后 2 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
return_lag_3_z,横截面族(z),日收益率滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
return_lag_5_z,横截面族(z),日收益率滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
return_lag_10_z,横截面族(z),日收益率滞后 10 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
return_lag_20_z,横截面族(z),日收益率滞后 20 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
amplitude_z,横截面族(z),振幅((高−低)/低)·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
amplitude_lag_1_z,横截面族(z),振幅滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
amplitude_lag_3_z,横截面族(z),振幅滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
amplitude_lag_5_z,横截面族(z),振幅滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_lag_1_z,横截面族(z),Garman-Klass 波动率滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_ratio_lag_1_z,横截面族(z),GK 波动率 20 日均值比滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_lag_3_z,横截面族(z),Garman-Klass 波动率滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_ratio_lag_3_z,横截面族(z),GK 波动率 20 日均值比滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_lag_5_z,横截面族(z),Garman-Klass 波动率滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_ratio_lag_5_z,横截面族(z),GK 波动率 20 日均值比滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_lag_10_z,横截面族(z),Garman-Klass 波动率滞后 10 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
vol_gk_ratio_lag_10_z,横截面族(z),GK 波动率 20 日均值比滞后 10 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
illiq_lag_1_z,横截面族(z),非流动性 Amihud滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
illiq_lag_3_z,横截面族(z),非流动性 Amihud滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
illiq_lag_5_z,横截面族(z),非流动性 Amihud滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
efficiency_ratio_lag_1_z,横截面族(z),效率系数滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
efficiency_ratio_lag_3_z,横截面族(z),效率系数滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
efficiency_ratio_lag_5_z,横截面族(z),效率系数滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
intraday_pos_lag_1_z,横截面族(z),日内位置滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
intraday_pos_lag_2_z,横截面族(z),日内位置滞后 2 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
intraday_pos_lag_3_z,横截面族(z),日内位置滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
smart_money_diff_lag_1_z,横截面族(z),聪明钱差滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ret_overnight_lag_1_z,横截面族(z),隔夜收益滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ret_intraday_lag_1_z,横截面族(z),日内收益滞后 1 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
smart_money_diff_lag_3_z,横截面族(z),聪明钱差滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ret_overnight_lag_3_z,横截面族(z),隔夜收益滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ret_intraday_lag_3_z,横截面族(z),日内收益滞后 3 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
smart_money_diff_lag_5_z,横截面族(z),聪明钱差滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
ret_overnight_lag_5_z,横截面族(z),隔夜收益滞后 5 日·当日全市场截面Z值((x−中位数)/(标准差+1e-9)),
